,search,searched,category,contents
30,십이지장,빈혈,증상,우리가 흔히 알고 있는 것과는 다르게 빈혈은 어지럼증이 아닌 다른 증상으로 나타나는 경우가 많다. 오히려 묵직한 느낌의 두통이나 답답한 느낌이 있는 경우가 더 흔하다. 여자의 경우에는 많은 양의 월경에 의해 혈액과 철분의 유실되면서 빈혈이 발생하는 경우도 흔히 있다. 경미한 빈혈이 있거나 장기간에 걸쳐서 서서히 빈혈이 생기게 되면 우리 몸이 적응할 시간을 갖게 되므로 증상이 전혀 없는 경우도 있다.  일단 빈혈이 생기게 되면 피부가 창백해지는데  특히 얼굴  입술  잇몸  눈의 결막  손톱 바닥등에 특징적으로 나타난다.  손금을 보면 핑크색이 도는 부분이 없어지고 손톱의 광택이 없고  부서지기 쉽다.  아침에 일어났을 때 몸이 붓는 증상도 생긴다.  그리고 쉽게 피로감을 느끼며  조금만 움직여도 쉽게 숨이 차고  심장이 두근거리는 심계항진  호흡 곤란  수족냉증 등도 나타날 수 있다.  1. 만성 출혈에 의한 빈혈  대변이 검게 나온다면 위장관 어디에선가 출혈이 계속되어 그 피가 변과 함께 섞여 나오는 것을 의심해볼 수 있다.  2. 용혈성 빈혈  빈혈의 일반적인 증세에 더불어 황달  담석증 등이 나타나기도 한다.  3. 재생 불량성 빈혈  피를 만들어내는 골수의 기능 저하로 적혈구  백혈구  혈소판이 모두 감소한다.  4. 철 결핍성 빈혈  가장 흔한 빈혈로 헤모글로빈 합성에 필요한 철분이 부족하여 생기는 빈혈이며  빈혈의 일반적인 증세와 손  발톱의 변형이 있을 수 있다.  전신의 조직이나 장기는 산소와 영양소를 화합시켜서 에너지를 얻고 있으므로  영양소가 많아도 산소가 부족하면 충분한 에너지를 얻지 못하여 활동이 저하되는 것이다. 또한  혈액이 산소부족 상태가 되면 이를 보충하려고 심장이나 폐가 여분으로 활동해야 하므로 부담이 무거워져서 그로 인한 증세가 나타나는 수도 있다.  # 그 밖에 빈혈로 올 수 있는 증상은 다음과 같다.  1. 전신 증상  어지러움  두통  실신  근력저하  귀에서 잡음이 들림  예민해짐  수면장애  집중력 부족  추위에 잘 견디지 못함  몸이 나른함  월경불순  성욕감퇴  2. 소화기 증상  식욕부진  소화불량  구역질  구토  배변장애  복부불쾌감  변비  설사  3. 순환기 증상  가슴이 두근거림 또는 맥박이 빨리 뜀
31,십이지장,위암,증상,위암의 초기에는 거의 별다른 증상이 없거나  있어도 모호하기 때문에 상당히 진행되어서야 발견되므로 이것이 완치율이 낮은 주원인이 된다. 그러므로 40세 이상의 환자에서 비특이적 증상으로 상복부 팽만감·불쾌감. 소화불량 및 통증이 있거나  이와 함께 식욕부진  체중감소  빈혈 등이 있으면 즉시 전문의사의 진료를 받아야 한다.  이러한 증상은 흔히 볼 수 있는 급.만성 위염이나 십이지장.위궤양의 증상과 유사하기 때문에 상기의 증상이 있는 경우 환자는 대수롭지 않는 소화불량 정도로 생각하고  소화제나 제산제를 장기 복용하면서 대증요법을 하게 되는 경우가 많아 결국 시기를 놓치게 되는 예가 많이 있다.  위암이 더욱 진행되면 복부에 종괴가 만져지고 구토가 나며  출혈로 인한 토혈을 하거나 혈변을 보게 되고  연하곤란이 일어나고  체중감소  권태감 등 전신증상이 나타나게 된다.  위암은 초기에 발견하여 치료를 받는 것이 이상적인데  방치하면 자꾸 발육해서 주위의 정상적인 조직에 장애를 줄 뿐만 아니라  혈액이나 림프액의 흐름을 타고 다른 장기로 전이한다. 그 결과 저단백혈증  탈수증  빈혈 등을 일으켜 전신 상태가 몹시 나빠지고  간장이나 신장의 장애를 일으킨다.  진행암의 단계에서 발견하고도 방치하면 보통 1~2년 안에 사망하며  젊을수록 그 속도가 빠르다.
32,십이지장,협심증,증상,가장 중요한 증상은 흉통이다. 흔히 빨리 걷거나 언덕을 오르거나 힘든 일을 할 때  추운 날 따뜻한 실내에 있다가 갑자기 밖으로 나갈 때에 앞가슴의 한가운데를 압박하거나  조이거나 쥐어짜는 듯한 통증으로 나타난다. 이와 함께 어깨나 팔  목  턱으로 통증이 뻗치는 경우도 있고  목을 압박하는 듯한 증상이나 치통을 느끼는 수도 있다.  통증이 심한 경우에는 기운이 빠지면서 진땀이 나고  호흡곤란  울렁거림  가슴이 뛰는 증상을 동반할 수 있다. 한편 고령자나 당뇨병 환자의 경우에는 흉통이 없이 유난히 숨이 찬 증상만으로 나타나기도 한다.  통증의 지속시간은 협심증의 종류에 따라 다소 다르지만  몇 초 또는 몇 분(보통 3~10분)이고  15분 이상은 드물다. 빈도도 여러 가지로 하루에 몇 번씩 발작하는 것과 며칠 또는 몇 개월 만에 발작하는 것도 있다. 협심증은 통증 이외에 별다른 증상은 없다. 협심증 발작이라는 것은 악화되지 않았다 하더라도 비교적 가볍고  금방 괜찮아지기 때문에 그냥 방치하기 쉽다. 그러나 위험성이 높은 질환이므로 일단 증상을 자각했으면 무엇보다도 의사의 진찰을 받는 것이 증상을 악화시키지 않는 방법이다.
33,식도,빈혈,증상,우리가 흔히 알고 있는 것과는 다르게 빈혈은 어지럼증이 아닌 다른 증상으로 나타나는 경우가 많다. 오히려 묵직한 느낌의 두통이나 답답한 느낌이 있는 경우가 더 흔하다. 여자의 경우에는 많은 양의 월경에 의해 혈액과 철분의 유실되면서 빈혈이 발생하는 경우도 흔히 있다. 경미한 빈혈이 있거나 장기간에 걸쳐서 서서히 빈혈이 생기게 되면 우리 몸이 적응할 시간을 갖게 되므로 증상이 전혀 없는 경우도 있다.  일단 빈혈이 생기게 되면 피부가 창백해지는데  특히 얼굴  입술  잇몸  눈의 결막  손톱 바닥등에 특징적으로 나타난다.  손금을 보면 핑크색이 도는 부분이 없어지고 손톱의 광택이 없고  부서지기 쉽다.  아침에 일어났을 때 몸이 붓는 증상도 생긴다.  그리고 쉽게 피로감을 느끼며  조금만 움직여도 쉽게 숨이 차고  심장이 두근거리는 심계항진  호흡 곤란  수족냉증 등도 나타날 수 있다.  1. 만성 출혈에 의한 빈혈  대변이 검게 나온다면 위장관 어디에선가 출혈이 계속되어 그 피가 변과 함께 섞여 나오는 것을 의심해볼 수 있다.  2. 용혈성 빈혈  빈혈의 일반적인 증세에 더불어 황달  담석증 등이 나타나기도 한다.  3. 재생 불량성 빈혈  피를 만들어내는 골수의 기능 저하로 적혈구  백혈구  혈소판이 모두 감소한다.  4. 철 결핍성 빈혈  가장 흔한 빈혈로 헤모글로빈 합성에 필요한 철분이 부족하여 생기는 빈혈이며  빈혈의 일반적인 증세와 손  발톱의 변형이 있을 수 있다.  전신의 조직이나 장기는 산소와 영양소를 화합시켜서 에너지를 얻고 있으므로  영양소가 많아도 산소가 부족하면 충분한 에너지를 얻지 못하여 활동이 저하되는 것이다. 또한  혈액이 산소부족 상태가 되면 이를 보충하려고 심장이나 폐가 여분으로 활동해야 하므로 부담이 무거워져서 그로 인한 증세가 나타나는 수도 있다.  # 그 밖에 빈혈로 올 수 있는 증상은 다음과 같다.  1. 전신 증상  어지러움  두통  실신  근력저하  귀에서 잡음이 들림  예민해짐  수면장애  집중력 부족  추위에 잘 견디지 못함  몸이 나른함  월경불순  성욕감퇴  2. 소화기 증상  식욕부진  소화불량  구역질  구토  배변장애  복부불쾌감  변비  설사  3. 순환기 증상  가슴이 두근거림 또는 맥박이 빨리 뜀
34,식도,식도암,증상,음식물이 잘 내려가지 않는 연하곤란(dysphasia)과 짧은 기간 동안의 체중 감소는 식도암의 가장 흔한 증상이므로  그 원인이 암과 관련이 있는지를 조기에 밝혀 주는 것이 중요하다.  초기 식도암의 단계에서는 무엇을 삼킬 때 목구멍이 막히는 듯한 느낌 외에 흉골 뒤쪽의 통증  흉통  전신이 나른하고  식욕이 없고  가슴이 쓰리는 등의 증상이 있다. 대개 이런 증상 중의 어떤 것이든 나타나는 것이 보통이지만  전혀 증상 없이 우연히 발견되는 경우도 10% 가까이 된다.  암이 진행 되면 위의 증상들이 차츰 심해지고  연하곤란이 나타나게 된다.  1. 연하곤란  아주 작은 식도의 종양은 증상을 일으키지 않는다. 이 종양이 자라면서 가장 흔히 나타내는 증상은 음식을 먹기 힘든 것(연하곤란)이다. 환자는 음식을 먹으면서 꽉 찬 느낌  압박감 또는 타는 듯한 느낌을 겪게 된다. 또한 가슴 안쪽에서 음식이 꽉 걸린 듯한 느낌을 받을 수 있고  음식 삼키는 것과 관련된 문제들은 나타났다 사라지는 것이 반복한다.  처음에는 이런 증상들이 밥  고기  빵  야채 등을 먹을 때만 나타나지만  식도암이 진행하여 식도가 현저히 좁아지면 부드러운 음식을 먹거나 물을 마실 때에도 연하곤란을 느끼게 된다.  이런 연하곤란은 암의 증상이기도 하지만  암 이외의 식도의 질병에 의해서도 발생하며  폐·종격·갑상선의 종양이나 염증  대동맥류나 선천적인 혈관의 주행이상 등의 압박 증세로 생기는 수가 있으므로  식도암의 증상이라고 판단을 하는 것은 금물이다.  2. 체중감소  체중감소는 일반적으로 진행된 암에서 자주 나타나는 증상이다. 이는 대부분 연하곤란으로 식사량을 줄인 결과이며  결국 저영양 상태가 되어 체중이 줄게 된다. 3개월 동안 5-6kg의 체중이 감소하면 주의해야 한다.  속쓰림  구토  목이 메이는 듯한 증상이 나타나기도 하고  기침이나 목이 쉬는 것도 진행된 식도암의 증상일 수 있다.
35,식도,위암,증상,위암의 초기에는 거의 별다른 증상이 없거나  있어도 모호하기 때문에 상당히 진행되어서야 발견되므로 이것이 완치율이 낮은 주원인이 된다. 그러므로 40세 이상의 환자에서 비특이적 증상으로 상복부 팽만감·불쾌감. 소화불량 및 통증이 있거나  이와 함께 식욕부진  체중감소  빈혈 등이 있으면 즉시 전문의사의 진료를 받아야 한다.  이러한 증상은 흔히 볼 수 있는 급.만성 위염이나 십이지장.위궤양의 증상과 유사하기 때문에 상기의 증상이 있는 경우 환자는 대수롭지 않는 소화불량 정도로 생각하고  소화제나 제산제를 장기 복용하면서 대증요법을 하게 되는 경우가 많아 결국 시기를 놓치게 되는 예가 많이 있다.  위암이 더욱 진행되면 복부에 종괴가 만져지고 구토가 나며  출혈로 인한 토혈을 하거나 혈변을 보게 되고  연하곤란이 일어나고  체중감소  권태감 등 전신증상이 나타나게 된다.  위암은 초기에 발견하여 치료를 받는 것이 이상적인데  방치하면 자꾸 발육해서 주위의 정상적인 조직에 장애를 줄 뿐만 아니라  혈액이나 림프액의 흐름을 타고 다른 장기로 전이한다. 그 결과 저단백혈증  탈수증  빈혈 등을 일으켜 전신 상태가 몹시 나빠지고  간장이나 신장의 장애를 일으킨다.  진행암의 단계에서 발견하고도 방치하면 보통 1~2년 안에 사망하며  젊을수록 그 속도가 빠르다.
36,식도,협심증,증상,가장 중요한 증상은 흉통이다. 흔히 빨리 걷거나 언덕을 오르거나 힘든 일을 할 때  추운 날 따뜻한 실내에 있다가 갑자기 밖으로 나갈 때에 앞가슴의 한가운데를 압박하거나  조이거나 쥐어짜는 듯한 통증으로 나타난다. 이와 함께 어깨나 팔  목  턱으로 통증이 뻗치는 경우도 있고  목을 압박하는 듯한 증상이나 치통을 느끼는 수도 있다.  통증이 심한 경우에는 기운이 빠지면서 진땀이 나고  호흡곤란  울렁거림  가슴이 뛰는 증상을 동반할 수 있다. 한편 고령자나 당뇨병 환자의 경우에는 흉통이 없이 유난히 숨이 찬 증상만으로 나타나기도 한다.  통증의 지속시간은 협심증의 종류에 따라 다소 다르지만  몇 초 또는 몇 분(보통 3~10분)이고  15분 이상은 드물다. 빈도도 여러 가지로 하루에 몇 번씩 발작하는 것과 며칠 또는 몇 개월 만에 발작하는 것도 있다. 협심증은 통증 이외에 별다른 증상은 없다. 협심증 발작이라는 것은 악화되지 않았다 하더라도 비교적 가볍고  금방 괜찮아지기 때문에 그냥 방치하기 쉽다. 그러나 위험성이 높은 질환이므로 일단 증상을 자각했으면 무엇보다도 의사의 진찰을 받는 것이 증상을 악화시키지 않는 방법이다.
37,뇌졸중,고혈압,증상,30세 이상 한국인 1백 명 가운데 10~15명은 고혈압을 가지고 있다. 그러나 이들 고혈압 환자의 20%만이 자신이 고혈압임을 알고 있다. 그것은 고혈압의 특별한 증상이 거의 없기 때문이다. 그래서 특별한 치료 없이 방치되는 경우가 많다.  단지 혈압이 갑자기 올라가면 두통  어지러움  졸립거나 의식장애  손과 발의 감각장애나 마비  호흡 곤란  가슴 통증  얼굴과 사지의 부종 등의 증상이 나타날 수 있다.  그러나 고혈압을 치료하지 않고 방치할 경우 심장 뿐만이 아니라 혈관이 있는 우리 신체 내의 전기관에 광범위한 합병증이 생길 수 있다.  심장이 과도한 일을 해야 하므로 심부전이 생기고  관상동맥의 동맥경화를 유발시켜 협심증이나 심근경색증이 생긴다. 지속적인 신장기능의 저하로 신부전을 유발시키고  눈의 혈관에 합병증이 생기면 심할 경우 실명할 수도 있다. 그리고 뇌로 가는 혈관을 손상시켜서 뇌졸중의 위험도를 증가시킨다.  이런 여러 가지 합병증은 일단 생기면 완치가 불가능하므로 합병증이 생기기 전에 적절한 치료를 받아야 합병증 발생을 예방하고 악화를 방지할 수 있다. 또한 처음 고혈압을 진단 받을 당시에 이러한 합병증의 유무에 대해서도 검사를 받아야 한다.
38,뇌졸중,뇌경색,증상,증상은 막힌 부위에 따라 다양하게 나타날 수 있는데 반신마비  감각이상  언어장애 등이 흔하고 뇌혈관의 끝부분이 막힌 경우는 뇌의 좁은 부위에만 경색이 국한되기 때문에 뇌압 상승이 비교적 경미하여 약물치료만으로 뇌압조절이 가능하나  뇌혈관의 굵은 부위가 막힌 경우는 한쪽 뇌가 대부분 혈액공급을 받지 못해 망가지게 되고 따라서 심한 뇌압의 상승을 유발하게 된다. 이럴 경우 뇌압조절을 위해 뇌수술을 요하게 되는데 심한 경우는 수술로써도 큰 효과를 기대하기 어렵다.  종류에 따른 증상  1. 뇌혈전  뇌의 동맥에 동맥경화가 있으며 내강이 좁아지고  그 부위에 혈액의 체중이 생긴다. 그 때문에 혈전이 생기어 내강을 폐색해 버리는 것이 뇌혈전이다.  보통은 안면을 포함한 한쪽 손발의 마비나 감각의 저하가 생긴다. 혀가 잘 돌지 않는 수가 많고  실어증을 일으키는 수도 있으며  때로는 의식장애가 서서히 심하게 되어 혼수상태에 빠지는 수도 있다.  2. 뇌색전  뇌 이외의 부위에 발생한 혈전(심장질환이 있을 경우에 생기기 쉽다)  세균  종양  지방 따위의 덩어리가 혈액 속에 흘러 들어서  뇌의 동맥에 걸려 폐색시키는 것을 말한다.  뇌혈전과 거의 같은 증세가 나타나지만  갑자기 일어나서  증세가 몇 분만에 나타나는 것이 특징으로  뇌혈전과 같이 시간이 흐름에 따라 서서히 심해지는 경우는 흔치 않다.  3. 출혈성 뇌경색  뇌경색을 일으켜도 막힌 혈전 따위가 자연히 녹아서  다시 혈액이 흐르게 되는 수가 있다. 그렇게 되면 폐색되어 있던 부위에서 앞쪽의 동맥을 혈액이 흘러오지 않았기 때문에 장애되어 있었으므로  혈류가 재개되면 약해진 동맥벽에서 혈액이 배어나와 뇌 속으로 출혈하게 된다. 이것을 출혈성 뇌경색이라고 한다.  자리잡고 있던 뇌경색의 병세가 며칠 있다가 갑자기 악화되었을 때에는 출혈성 뇌경색의 가능성이 있지만  증세가 가벼운 경우에는  CT 스캔이나 뇌혈관 촬영 따위를 하지 않으면 분명하게 알 수 없는 수도 있다.
39,뇌졸중,조울증,증상,조울증 환자라 하더라도 아무런 증상이 없을 때가 있다. 그러나 별 문제없이 잘 지내다가도 조증이나 우울증 상태가 되면 그 상태에 따라 다양한 증상이 나타난다. 조증 상태에서는 기분이 좋고 들뜨고 의기양양해지거나 말이 많고 빨라지며 목소리도 우렁차고 자신감에 넘친다. 평상시와 달리 에너지가 넘쳐 할 일도 많고 계획도 너무 많으며 분주하지만 일을 마무리 짓지 못한다. 밤에 잠을 안 자고  식사를 안하고 지내도 에너지가 넘쳐 피곤하지 않고 거뜬하다. 대단한 일을 위해서 밤에 잠도 안자고 계획하기도 한다. 그러나 이상야릇한 밝은 색깔의 옷이나 보석 등으로 별난 몸치장을 하거나  물건도 많이 사고  값비싼 차량을 사기도 하여 경제적 손실도 커지는 등의 문제점이 생기기도 한다. 쉽게 바람도 피우고 미혼 여성이라도 이성들과 지울 수 없는 상처를 얻고 지나치게 술을 과음하는 경우가 많고  절제력의 상실로 인해 전화를 지나치게 사용한다. 또 어떤 때는 상대방의 입장은 전혀 개의치 않고 쓸데없는 장거리 전화를 마구 걸기도 한다. 반대로 우울상태에서는 거의 매일 우울한 기분이 지속되고  매사에 재미가 없어지며 입맛도 없고  잠을 못자고 피곤하며  의욕도 없고  집중력도 떨어지며  죄책감에 시달리고  심할 경우에는 죽고 싶은 생각까지 들게 된다. 조울증의 증상은 우울증의 양상과 정반대의 기분상태이다.
40,뇌졸중,편두통,증상,전형적인 편두통은 전구증상으로 갑자기 눈 앞에 번쩍거리는 느낌이 있고  눈이 피로해지고  시야가 흐려지고  한쪽 또는 양쪽 팔다리에 감각의 이상 등 국소 신경 증상이 나타난다. 그러나 대부분의 경우 분명한 전구 증상을 알기는 힘들고  뇌동맥이 확장하게 되면 편두통을 느끼게 된다.  편두통은 발작적으로 짧게 그리고 맥박이 뛰는 것과 함께 통증을 느끼게 되고  흔히 오심이나 구토  광선 공포  전신무력  시야 흐림  이상 감각  현훈(어지러움) 등의 증상들이 동반될 수 있다.  통증은 대개 24~48시간 동안 지속되며  몇 주 또는 몇 달 간격으로 발생하는 주기성을 가지는 경우도 있다.
41,뇌졸중,혈관성 치매,증상,초기에는 병에 대한 의식이나 판단력은 비교적 유지가 되는 편이나  우울감 등의 정서적 불안  억제력의 상실  자기 중심적인 태도  자극에 대한 과민한 반응 등이 특징적으로 나타난다.  또한 구음 장애  연하곤란  보행장애 등의 국소적 신경학적 증상이 나타나며  급격하게 발병하며  단계적으로 진행하여 황폐화가 나타날 수 있다.  뇌출혈 등이 원인일 경우에는 보다 급속하게 치매가 발생하며  뇌졸중의 부위에 따라 증상이 다양하게 나타날 수 있다.
42,척추,골다공증,골다공증은 어떻게 진단하나요?,척추나 대퇴골의 골밀도 검사(이중 에너지 방사선 흡수법(DXA))로 골다공증을 진단할 수 있다. 세계보건기구(WHO)에서는 젊은 성인군 평균치의 2.5 표준편차 이하의 골밀도(T 점수 -2.5 이하)를 골다공증으로  1~2.5표준편차 사이의 골밀도(T 점수 -1.0~-2.5)를 골다공증의 전단계인 골감소증으로 진단한다. 그러나 골감소증이라고 해서 골다공증보다 상태가 좋은 것이라고 안심하면 안 된다.  예를 들면 70대 여성은 T 점수가 -2.0으로 골감소증이어도 T-점수가 -2.5인 50대 골다공증 환자보다 골절의 확률이 더 높으므로 골다공증 치료를 받아야 한다.  또한 폐경 전 여성이나 젊은 남성에서 골다공증이 진단된 경우는 이차적인 원인에 의해서 골다공증이 발생했을 가능성이 높기 때문에 무조건 골다공증 약을 복용하기보다 원인질환을 찾아서 치료하는 것이 더 시급하다. 때문에 전문의의 도움을 받아 골밀도 검사 및 골절이 발생할 수 있는 위험요인을 잘 평가해서 필요한 경우 조기에 치료를 시작하는 것이 중요하다.
43,척추,요추염좌,증상,급성기에는 근육경직으로 심한 통증이 발생하여 허리 및 다리의 운동이 제한되고 경직이 있는 쪽으로 허리가 옆으로 휘는 측만된 자세를 취하게 된다. 아주 심한 경우에는 갑자기 허리를 전혀 움직이지 못할 정도의 심한 통증이 나타나기도 한다.  만성 염좌시에는 급성기보다 경미한 통증을 호소하나 불규칙적이고 자주 재발되며 오래 지속된다. 항상 요추부에 피로감을 느끼며 자세에 따라 통증이 악화되기도 한다.  근육경직  요부의 양측 혹은 편측에 경직을 볼 수 있으며 편측 경직이 심한 경우 척추의 측만을 초래하게 된다.  압통  병변부위의 압박에 통증을 호소하나 때로는 불확실하며 전체 요부에 넓게 퍼지면서 모호하게 불편감이나 통증을 호소하는 경우도 있고  둔부에 막연한 통증을 호소하기도 한다. 심한 경우에는 엉덩이가 빠져 내리는 것 같은 통증을 나타낼 수도 있다. 통증은 활동시 증가하고 휴식을 취하면 완화된다.  방사통  둔부와 대퇴부의 후방이나 외측으로 연장되고 무릎관절이하로 방사되는 경우는 드물며 대부분의 경우 하지의 근육약화  감각둔화 등 신경증세는 나타나지 않는다.    요추운동은 급성기에는 근경직으로 심하게 제한되며 요부의 굴곡  신전  회전 운동을 수행케 할 때 통증이 유발된다. 요부의 근육 및 대퇴슬곽근의 경직으로 하지직거상 검사에서 제한을 볼 수 있고 통증이 유발된다. 또 주위조직이 반사적으로 수축함에 따라 근육의 강직과 허리 운동에 제한이 올 수 있다.
44,척추,전박골 골절,증상,전박골 한개만 골절되었을 때는 쉽게 인지가 안된다. 손가락을 움직일 때 압통이 있고 이상운동이 있다. 두개 다 골절일 때는 골절 증상을 초래할 수 있다.
45,척추,척추 MRI,주의사항,임산부의 경우 자기공명이 태아에게 미치는 안정성이 아직 입증되지 않았기 때문에 피하는 것이 좋다.  인공 심장 박동기  금속성 관절 또는 핀을 삽입한 경우와 같이 신체 어딘가에 금속성의 물질을 이식한 환자의 경우에는 자석에 의해 체내에서 물체가 이동하여 손상을 입힐 수 있으므로 검사를 받을 수 없다.   검사 전  특별한 사전 조치는 요구되지 않지만  강력한 자기장을 이용하여 검사하므로 자기장에 영향을 받을 수 있는 소지품은 모두 제거해야 한다. 만약 교통 카드나 신용 카드 등을 소지하고 검사를 받게 되면 기록 내용이 모두 삭제된다. 또한 금속성의 인공치아 등도 제거해야 한다.   검사 시  검사 하는 동안에는 몸을 움직여서는 안되고 검사직원의 지시에 따라야 한다.
46,알레르기,감기,증상,감염된 바이러스의 종류에 따라서도  또 호흡기의 어느 곳이 주로 침해되었느냐에 따라서도 증세는 달라진다.  일반적으로 감기의 흔한 증상은 콧물이 나오고 코가 막히며 가래를 동반한 기침 등의 호흡기 증상과 목에 염증이 생기며 열이 나고  기운이 없으면서 온몸이 쑤시고 아픈 전신 증상이 있다.  1. 코감기  코감기는 리노바이러스에 의해 나타나는 가장 흔한 감기이다. 증상은 주체할 수 없을 정도로 많은 콧물이 나고  코가 간지러우면서 재채기가 많이 나며  코막힘  두통  미열 등이 있을 수 있다.  2. 목감기  목감기는 주로 아데노바이러스에 의한 감기로 목안쪽의 인두에 염증을 일으켜서 목안이 충혈되고  목이 붓고 아프며  간질간질 하고 심한 경우는 목이 잠겨서 목소리가 잘 나오지 않을 정도로 쉬게 되고 때로는 눈꼽도 낄 수 있다.  목감기시 흔히 열은 섭씨 약 38도이고 두통이 있고  관절통이 있고  피로하고  기운이 없고 온몸과 팔다리가 쑤시고 아픈 증상이 있어서 “몸살감기”라고도 한다.  3. 기타  그 외에도 파라인플루엔자 바이러스는 급성 후두염을 잘 일으켜서 목이 쉬고  개짖는 듯한 컹컹하는 기침 증상을 나타낸다.  RS바이러스는 폐의 작은 기관지에 급성 모세기관지염을 일으켜서 주로 밤잠을 못잘 정도로 심한 기침과 많은 양의 가래를 뱉는 증상을 일으키며 호흡곤란까지 일으킨다.  4. 유행성 독감  인플루엔자 바이러스에 의한 유행성 독감은 일반적인 감기 증상과 달라서 아주 심한 고열과 춥고 떨리는 오한이 나면서  온몸의 뼈마디가 쑤시는 몸살 증세가 나타나고  객담이 별로 없는 마른 기침 등의 증상이 나타난다.  대개는 발열이나 오한과 함께 여러 가지 증상이 복합적으로 나타나게 되며  드물게는 결막염이나 설사가 같이 동반되기도 한다.  감기는 대부분 1주일 정도면 가라앉지만 심한 경우에는 한 달 이상 지속되어 합병증을 유발할 수 있으므로 안정을 취하면서 충분한 영양 섭취를 하는 것이 좋다.  영  유아에서는 발열  기침 등의 염증 증상 외에도 급격하게 호흡곤란에 빠져들 때가 있으므로  아이가 감기에 걸렸을 때에는 호흡의 상태를 주의해서 살펴야 한다.   # 합병증  옛날부터 감기는 만병의 근원이라고 전하여 왔다. 이는 감기를 대수롭지 않게 소홀히 하면 합병증을 일으키고 또는 생명에 위독한 질병도 처음에는 마치 감기처럼 시작하기 때문이다.  감기의 주요 3대 합병증으로서 중이염  축농증(부비동염)  기관지염이 있고  그외 비염  폐렴  뇌막염(무균성 뇌수막염)등이 있다.  감기 증상이 3주 이상 지속되거나 청력감소  귀의 통증  코가 목 뒤로 넘어가는 증상인 후비루  만성기침 등의 증상이 있는 경우 합병증을 의심해 볼 수 있다.  만성 기관지염  기관지 천식  기관지 확장증 등 만성 폐쇄성 폐질환을 가지고 있는 환자는 감기에 걸려 증상이 더 악화되고  급성 호흡부전을 일으킬 수 있다.  심장판막증 등 심장병을 가진 환자가 감기에 걸리면 울혈성 심부전증으로 호흡곤란 등 증상이 심해질 수 있으므로 특별히 주의해야 한다.  때로는 1년 내내 콧물  재채기  기침  눈가려움증 등으로 고생한다고 하는 환자는 감기라기 보다는 “알레르기성 비염”일 가능성이 많다.  특히 노인의 경우는 합병증이 생겨도 겉으로는 증상이 뚜렷하지 않은 경우가 많으므로 감기로 오랫동안 시름시름 앓으면 반드시 전문의의 진단을 받아보아야 한다.
