,search,searched,category,contents
71,대장,빈혈,증상,우리가 흔히 알고 있는 것과는 다르게 빈혈은 어지럼증이 아닌 다른 증상으로 나타나는 경우가 많다. 오히려 묵직한 느낌의 두통이나 답답한 느낌이 있는 경우가 더 흔하다. 여자의 경우에는 많은 양의 월경에 의해 혈액과 철분의 유실되면서 빈혈이 발생하는 경우도 흔히 있다. 경미한 빈혈이 있거나 장기간에 걸쳐서 서서히 빈혈이 생기게 되면 우리 몸이 적응할 시간을 갖게 되므로 증상이 전혀 없는 경우도 있다.  일단 빈혈이 생기게 되면 피부가 창백해지는데  특히 얼굴  입술  잇몸  눈의 결막  손톱 바닥등에 특징적으로 나타난다.  손금을 보면 핑크색이 도는 부분이 없어지고 손톱의 광택이 없고  부서지기 쉽다.  아침에 일어났을 때 몸이 붓는 증상도 생긴다.  그리고 쉽게 피로감을 느끼며  조금만 움직여도 쉽게 숨이 차고  심장이 두근거리는 심계항진  호흡 곤란  수족냉증 등도 나타날 수 있다.  1. 만성 출혈에 의한 빈혈  대변이 검게 나온다면 위장관 어디에선가 출혈이 계속되어 그 피가 변과 함께 섞여 나오는 것을 의심해볼 수 있다.  2. 용혈성 빈혈  빈혈의 일반적인 증세에 더불어 황달  담석증 등이 나타나기도 한다.  3. 재생 불량성 빈혈  피를 만들어내는 골수의 기능 저하로 적혈구  백혈구  혈소판이 모두 감소한다.  4. 철 결핍성 빈혈  가장 흔한 빈혈로 헤모글로빈 합성에 필요한 철분이 부족하여 생기는 빈혈이며  빈혈의 일반적인 증세와 손  발톱의 변형이 있을 수 있다.  전신의 조직이나 장기는 산소와 영양소를 화합시켜서 에너지를 얻고 있으므로  영양소가 많아도 산소가 부족하면 충분한 에너지를 얻지 못하여 활동이 저하되는 것이다. 또한  혈액이 산소부족 상태가 되면 이를 보충하려고 심장이나 폐가 여분으로 활동해야 하므로 부담이 무거워져서 그로 인한 증세가 나타나는 수도 있다.  # 그 밖에 빈혈로 올 수 있는 증상은 다음과 같다.  1. 전신 증상  어지러움  두통  실신  근력저하  귀에서 잡음이 들림  예민해짐  수면장애  집중력 부족  추위에 잘 견디지 못함  몸이 나른함  월경불순  성욕감퇴  2. 소화기 증상  식욕부진  소화불량  구역질  구토  배변장애  복부불쾌감  변비  설사  3. 순환기 증상  가슴이 두근거림 또는 맥박이 빨리 뜀
72,대장,식도암,증상,음식물이 잘 내려가지 않는 연하곤란(dysphasia)과 짧은 기간 동안의 체중 감소는 식도암의 가장 흔한 증상이므로  그 원인이 암과 관련이 있는지를 조기에 밝혀 주는 것이 중요하다.  초기 식도암의 단계에서는 무엇을 삼킬 때 목구멍이 막히는 듯한 느낌 외에 흉골 뒤쪽의 통증  흉통  전신이 나른하고  식욕이 없고  가슴이 쓰리는 등의 증상이 있다. 대개 이런 증상 중의 어떤 것이든 나타나는 것이 보통이지만  전혀 증상 없이 우연히 발견되는 경우도 10% 가까이 된다.  암이 진행 되면 위의 증상들이 차츰 심해지고  연하곤란이 나타나게 된다.  1. 연하곤란  아주 작은 식도의 종양은 증상을 일으키지 않는다. 이 종양이 자라면서 가장 흔히 나타내는 증상은 음식을 먹기 힘든 것(연하곤란)이다. 환자는 음식을 먹으면서 꽉 찬 느낌  압박감 또는 타는 듯한 느낌을 겪게 된다. 또한 가슴 안쪽에서 음식이 꽉 걸린 듯한 느낌을 받을 수 있고  음식 삼키는 것과 관련된 문제들은 나타났다 사라지는 것이 반복한다.  처음에는 이런 증상들이 밥  고기  빵  야채 등을 먹을 때만 나타나지만  식도암이 진행하여 식도가 현저히 좁아지면 부드러운 음식을 먹거나 물을 마실 때에도 연하곤란을 느끼게 된다.  이런 연하곤란은 암의 증상이기도 하지만  암 이외의 식도의 질병에 의해서도 발생하며  폐·종격·갑상선의 종양이나 염증  대동맥류나 선천적인 혈관의 주행이상 등의 압박 증세로 생기는 수가 있으므로  식도암의 증상이라고 판단을 하는 것은 금물이다.  2. 체중감소  체중감소는 일반적으로 진행된 암에서 자주 나타나는 증상이다. 이는 대부분 연하곤란으로 식사량을 줄인 결과이며  결국 저영양 상태가 되어 체중이 줄게 된다. 3개월 동안 5-6kg의 체중이 감소하면 주의해야 한다.  속쓰림  구토  목이 메이는 듯한 증상이 나타나기도 하고  기침이나 목이 쉬는 것도 진행된 식도암의 증상일 수 있다.
73,천식,감기,증상,감염된 바이러스의 종류에 따라서도  또 호흡기의 어느 곳이 주로 침해되었느냐에 따라서도 증세는 달라진다.  일반적으로 감기의 흔한 증상은 콧물이 나오고 코가 막히며 가래를 동반한 기침 등의 호흡기 증상과 목에 염증이 생기며 열이 나고  기운이 없으면서 온몸이 쑤시고 아픈 전신 증상이 있다.  1. 코감기  코감기는 리노바이러스에 의해 나타나는 가장 흔한 감기이다. 증상은 주체할 수 없을 정도로 많은 콧물이 나고  코가 간지러우면서 재채기가 많이 나며  코막힘  두통  미열 등이 있을 수 있다.  2. 목감기  목감기는 주로 아데노바이러스에 의한 감기로 목안쪽의 인두에 염증을 일으켜서 목안이 충혈되고  목이 붓고 아프며  간질간질 하고 심한 경우는 목이 잠겨서 목소리가 잘 나오지 않을 정도로 쉬게 되고 때로는 눈꼽도 낄 수 있다.  목감기시 흔히 열은 섭씨 약 38도이고 두통이 있고  관절통이 있고  피로하고  기운이 없고 온몸과 팔다리가 쑤시고 아픈 증상이 있어서 “몸살감기”라고도 한다.  3. 기타  그 외에도 파라인플루엔자 바이러스는 급성 후두염을 잘 일으켜서 목이 쉬고  개짖는 듯한 컹컹하는 기침 증상을 나타낸다.  RS바이러스는 폐의 작은 기관지에 급성 모세기관지염을 일으켜서 주로 밤잠을 못잘 정도로 심한 기침과 많은 양의 가래를 뱉는 증상을 일으키며 호흡곤란까지 일으킨다.  4. 유행성 독감  인플루엔자 바이러스에 의한 유행성 독감은 일반적인 감기 증상과 달라서 아주 심한 고열과 춥고 떨리는 오한이 나면서  온몸의 뼈마디가 쑤시는 몸살 증세가 나타나고  객담이 별로 없는 마른 기침 등의 증상이 나타난다.  대개는 발열이나 오한과 함께 여러 가지 증상이 복합적으로 나타나게 되며  드물게는 결막염이나 설사가 같이 동반되기도 한다.  감기는 대부분 1주일 정도면 가라앉지만 심한 경우에는 한 달 이상 지속되어 합병증을 유발할 수 있으므로 안정을 취하면서 충분한 영양 섭취를 하는 것이 좋다.  영  유아에서는 발열  기침 등의 염증 증상 외에도 급격하게 호흡곤란에 빠져들 때가 있으므로  아이가 감기에 걸렸을 때에는 호흡의 상태를 주의해서 살펴야 한다.   # 합병증  옛날부터 감기는 만병의 근원이라고 전하여 왔다. 이는 감기를 대수롭지 않게 소홀히 하면 합병증을 일으키고 또는 생명에 위독한 질병도 처음에는 마치 감기처럼 시작하기 때문이다.  감기의 주요 3대 합병증으로서 중이염  축농증(부비동염)  기관지염이 있고  그외 비염  폐렴  뇌막염(무균성 뇌수막염)등이 있다.  감기 증상이 3주 이상 지속되거나 청력감소  귀의 통증  코가 목 뒤로 넘어가는 증상인 후비루  만성기침 등의 증상이 있는 경우 합병증을 의심해 볼 수 있다.  만성 기관지염  기관지 천식  기관지 확장증 등 만성 폐쇄성 폐질환을 가지고 있는 환자는 감기에 걸려 증상이 더 악화되고  급성 호흡부전을 일으킬 수 있다.  심장판막증 등 심장병을 가진 환자가 감기에 걸리면 울혈성 심부전증으로 호흡곤란 등 증상이 심해질 수 있으므로 특별히 주의해야 한다.  때로는 1년 내내 콧물  재채기  기침  눈가려움증 등으로 고생한다고 하는 환자는 감기라기 보다는 “알레르기성 비염”일 가능성이 많다.  특히 노인의 경우는 합병증이 생겨도 겉으로는 증상이 뚜렷하지 않은 경우가 많으므로 감기로 오랫동안 시름시름 앓으면 반드시 전문의의 진단을 받아보아야 한다.
74,천식,아토피성 피부염,증상,아토피성 피부염의 임상양상은 가려움이 있으며  피부가 거칠고 건조하고  증상이 악화와 호전을 반복하는 등 매우 다양하여 개개인의 차이뿐 아니라 연령에 따라서도 차이가 있고  인종에 따라서도 임상양상의 차이가 있다.  아토피성 피부염은 다음과 같이 분류한다.  1. 영아형 아토피성 피부염  가장 흔한 형태이고 태어난 직후부터 한 살 이전에 나타나는데  대개 백일을 전후하여 많이 발생하며  유아기에는 진물이나 딱지 형태의 급성 습진성 병변의 양상을 흔히 나타낸다. 초기에는 뺨  이마  두피 등의 피부가 거칠고  붉은색을 띠며 아이들이 몹시 보채는 특징을 보이며  기저귀가 닿는 부분이나  몸이 접히는 부분에 심하게 나타날 수 있다. 또한 체간이나 사지에도 병변이 같이 있는 경우도 있으며 귓볼  팔꿈치 안쪽과 무릎 뒤 부위의 특징적인 침범은 유아기의 후반에 형성되는데  간혹 출생 시 엄마로부터 여성호르몬을 받아서 이것에 의한 경우가 있으므로 이를 잘 구분해 주어야 하며  아이들이 어리고  지저분하게 보인다고 집에서 자주 씻기는 것은 권장할만한 방법이 못 된다.  2. 소아형 아토피성 피부염  대개 3세에서 10세 전후에 발생하는 형태로 일부에서는 영아형이 소아형으로 진행되기도 하며  이때는 영아형에서 보이던 소견이 많이 완화되어 안면부위에는 덜 침범 되나 팔꿈치 안쪽과 무릎 뒤 부위는 후기로 갈수록 침범이 뚜렷해지는데  피부가 전반적으로 건조하며  얇은 피부조각이 많이 일어나고  특히 팔다리의 접히는 부분이 두꺼워져 있으며 심한 가려움증 때문에 밤에 잠을 못자는 경우가 많다. 특히 건조한 계절인 겨울철에 더욱 심하고  수영이나 목욕 후에 더 가려움을 호소하는 경우가 있다. 일부 환자에서는 손바닥이나 발바닥이 두꺼워지고  갈라져서 마치 엄마들에게서 보이는 주부습진의 형태를 나타내는 수가 많다.  3. 성인형 아토피성 피부염  성인형은 대개 늦게 아토피성 피부염이 발생한 경우나  어릴 적에 있던 아토피성 피부염이 없어졌다가 다시 발생하는 경우로 외관상으로는 피부염을 나타내지 않으며  이마  눈 주위 등 특히 얼굴이나 목 부위가 심하게 두꺼워져 있고  피부건조  자극성 물질에 의한 피부자극이 있으면 주부습진이나 가려움증 등으로 생활에 지장을 초래할 정도로 고생하는 경우가 있다. 다른 형에 비하여 치료가 잘 안되고  심하면 평생 지속되는 예가 많다.
75,천식,협심증,증상,가장 중요한 증상은 흉통이다. 흔히 빨리 걷거나 언덕을 오르거나 힘든 일을 할 때  추운 날 따뜻한 실내에 있다가 갑자기 밖으로 나갈 때에 앞가슴의 한가운데를 압박하거나  조이거나 쥐어짜는 듯한 통증으로 나타난다. 이와 함께 어깨나 팔  목  턱으로 통증이 뻗치는 경우도 있고  목을 압박하는 듯한 증상이나 치통을 느끼는 수도 있다.  통증이 심한 경우에는 기운이 빠지면서 진땀이 나고  호흡곤란  울렁거림  가슴이 뛰는 증상을 동반할 수 있다. 한편 고령자나 당뇨병 환자의 경우에는 흉통이 없이 유난히 숨이 찬 증상만으로 나타나기도 한다.  통증의 지속시간은 협심증의 종류에 따라 다소 다르지만  몇 초 또는 몇 분(보통 3~10분)이고  15분 이상은 드물다. 빈도도 여러 가지로 하루에 몇 번씩 발작하는 것과 며칠 또는 몇 개월 만에 발작하는 것도 있다. 협심증은 통증 이외에 별다른 증상은 없다. 협심증 발작이라는 것은 악화되지 않았다 하더라도 비교적 가볍고  금방 괜찮아지기 때문에 그냥 방치하기 쉽다. 그러나 위험성이 높은 질환이므로 일단 증상을 자각했으면 무엇보다도 의사의 진찰을 받는 것이 증상을 악화시키지 않는 방법이다.
76,방광,난소암,증상,난소암은 흔히 증상이 없다고 한다. 증상을 호소할 때는 합병증이 생긴 후이거나 전이가 된 뒤이다. 70% 이상에서 난소암은 3기 이상의 진행된 상태에서 비로소 발견되며 이때의 주증상들을 복통  복부 팽창  그리고 질출혈 등 이다. 난소는 복강내의 넓은 공간 내에 위치하고 있으므로 그 크기가 직경 7~8cm 이상으로 커지기 전에는 특별한 증상이 없는 경우가 대부분입니다. 증세가 있더라도 하복부에서 뭔가 단단한 것이 만져지거나 하복부가 땡땡해진 느낌이 드는 정도이어서 그냥 넘어가기 쉽다. 암이 커져서 복부 전체가 땡땡해진 듯하여 이상하게 느끼는 경우도 종종 있다. 또한 방광이나 직장이 압박 받으므로 화장실에 자주 가게 되기도 하고  배변이 잘 안 되기도 한다. 때로는 암이 비틀어져 하복부에 심한 통증이 생기고  쇼크 증세에 빠지는 수도 있다. 다른 장기로의 전이가 일어나면 배뇨장애  소화장애  복통 등이 초래될 수 있다. 복강 내에서 암이 진행되면 복수가 증가하여 복부팽만으로 인한 호흡 곤란증이 발생하며 주위의 장으로 전이되면 장폐색증이 발생한다.
77,방광,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
78,방광,수면장애,증상,불면  과다수면  수면중 다리를 떤다든가 심한 소리를 지른다든가 돌아다니는 등의 행동문 제  낮잠을 심하게 자는 등의 다양한 증상을 보일 수 있다.  1. 낮시간대의 졸음  갑자기 졸음이 온다거나 주체할 수 없을 정도로 졸리운 것  이상하리만큼 멍해지는 것이 수면장애의 증상의 하나일 수 있다. 식사중이나 운전할 때 혹은 걸어 다니다가도 깜박 졸음에 빠지는 것이 예이다.  2. 수면 무호흡  잠자는 시간에 자주 숨이 멎는 증상을 말한다. 시끄럽게 코를 고는 것은 호흡을 회복하려고하는 노력이며 숨이 멎는 것과 자주 동반된다. 깨어 있을 때의 호흡은 정상이고 본인은 이러한 불규칙한 무호흡을 알지 못한다.  3. 탈력발작  이것은 갑작스레 근육의 긴장도가 소실되는 것으로 주로 웃거나 화를 내거나 놀라거나 할때 유발된다. 이러한 발작은 부분적인 근육에 잠시만 힘이 빠지는 것에서부터 수분간 완전 히 모든 몸의 근육의 힘이 빠져 쓰러지는 것까지 다양하다. 이 기간 중에 의식은 있으나 몸을 자유롭게 움직일 수는 없다.  4. 야간시간의 수면파괴  이것은 밤에 잠을 잘 때 여러 번 깨는 것을 말한다. 때때로 깼을 때 음식을 집어먹기도 한다.  5. 입수기 환각  잠이 들려고 할 때 발생하는 강렬하고 생생하고 때로는 무서운 경험의 환각이다. 오감이 모두 관련되어 어떤 경우에는 실제와 구별하기가 어려울 때도 있다.  6. 야경증  주로 아동에서 나타나며  잠든 지 한 시간이내에 공포를 느끼며 혼돈된 상태로 깨어나게 된다. 맥박이 빨리 뛰고 지남력이 없지만 꿈은 기억하지 못한다. 악몽(Nightmare)은 병이 아니고 자연적인 꿈의 현상이다. 단지 자주 반복되고 수면을 심각하게 방해한다면 도움이 필요하게 된다.  7. 수면 마비  움직이려고 하지만 움직일 수 없다는 것을 알고 있다. 이러한 현상은 잠이 들거나 혹은 깰 때 발생한다.  8. 몽유병  이것은 어린이들에게 때때로 발생하고  전형적으로 10세 이전에 생겨 15세 경에 없어지게 된다. 어른이 자주 몽유현상이 있다면 좀더 심각하며  나이가 들어 발생한다거나  자주 일어나며  가족력이 없으면 심각한 스트레스와 관련이 있기도 한다. 비록 몽유병 환자들이 물건을 피해 걸어 다니지만 깨어 있을 때보다는 둔하며 말하는 것도 대부분 무의식적이다.  9. 야뇨증  이 증상은 5살박이 여아의 10%  남아의 15%에서 관찰된다. 나이가 더 들어 발생하는 것은 육체적인 질환  선천적으로 방광이 작을 때  요로감염 그리고 전반적인 불안과 관련이 있을 수도 있다.
79,방광,식도암,증상,음식물이 잘 내려가지 않는 연하곤란(dysphasia)과 짧은 기간 동안의 체중 감소는 식도암의 가장 흔한 증상이므로  그 원인이 암과 관련이 있는지를 조기에 밝혀 주는 것이 중요하다.  초기 식도암의 단계에서는 무엇을 삼킬 때 목구멍이 막히는 듯한 느낌 외에 흉골 뒤쪽의 통증  흉통  전신이 나른하고  식욕이 없고  가슴이 쓰리는 등의 증상이 있다. 대개 이런 증상 중의 어떤 것이든 나타나는 것이 보통이지만  전혀 증상 없이 우연히 발견되는 경우도 10% 가까이 된다.  암이 진행 되면 위의 증상들이 차츰 심해지고  연하곤란이 나타나게 된다.  1. 연하곤란  아주 작은 식도의 종양은 증상을 일으키지 않는다. 이 종양이 자라면서 가장 흔히 나타내는 증상은 음식을 먹기 힘든 것(연하곤란)이다. 환자는 음식을 먹으면서 꽉 찬 느낌  압박감 또는 타는 듯한 느낌을 겪게 된다. 또한 가슴 안쪽에서 음식이 꽉 걸린 듯한 느낌을 받을 수 있고  음식 삼키는 것과 관련된 문제들은 나타났다 사라지는 것이 반복한다.  처음에는 이런 증상들이 밥  고기  빵  야채 등을 먹을 때만 나타나지만  식도암이 진행하여 식도가 현저히 좁아지면 부드러운 음식을 먹거나 물을 마실 때에도 연하곤란을 느끼게 된다.  이런 연하곤란은 암의 증상이기도 하지만  암 이외의 식도의 질병에 의해서도 발생하며  폐·종격·갑상선의 종양이나 염증  대동맥류나 선천적인 혈관의 주행이상 등의 압박 증세로 생기는 수가 있으므로  식도암의 증상이라고 판단을 하는 것은 금물이다.  2. 체중감소  체중감소는 일반적으로 진행된 암에서 자주 나타나는 증상이다. 이는 대부분 연하곤란으로 식사량을 줄인 결과이며  결국 저영양 상태가 되어 체중이 줄게 된다. 3개월 동안 5-6kg의 체중이 감소하면 주의해야 한다.  속쓰림  구토  목이 메이는 듯한 증상이 나타나기도 하고  기침이나 목이 쉬는 것도 진행된 식도암의 증상일 수 있다.
80,방광,자궁내막증,증상,자궁내막증의 가장 흔한 증상은 월경과 함께 혹은 월경 직전에 수반된 골반통이다. 성인 여성에서 통증이 없는 월경이 수년 지속되다 월경통이 발생하면 이는 자궁내막증의 가능성을 시시한다. 대개 월경통은 월경이 시작되기 전에 발생하여 월경 기간 내내 지속되는 특징을 지닌다. 그러나 사춘기에 발생한 자궁내막증은 월경통이 초경시부터 통증이 없는 기간 없이 계속 있어온 경우가 대부분이다. 통증의 분포는 다양하나 양측으로 있는 경우가 흔하다. 월경통이 생기는 원인으로는 월경이 시작되면 자궁 안쪽에 있는 자궁 내막에서처럼 자궁 밖의 자궁 내막 조직에서도 출혈을 하게 되며  이 출혈이 골반 내에 고이게 되면 통증을 일으킬 수도 있고 주위 조직에 혈액이 고이면 조직이 부풀어올라서 통증을 유발하게 되는 것이다. 두 번째로 성교통 역시 종종 나타나며 이는 유착 등으로 자궁의 운동성이 적어지기 때문에 일으키게 되는 것이다. 그밖에 자궁 내막 조직이 어떤 장기에 붙어 있느냐에 따라서 여러 증상을 보일 수 있다. 즉 콩팥이나 방광 등에 자궁내막증이 있으면 월경 무렵마다 피가 섞인 소변을 볼 수 있으며 장에 자궁내막증이 존재할 경우에는 피가 묻은 대변을 볼 수도 있고  종종 코의 점막이나 폐에 존재하면 월경 무렵마다 코피를 흘린다던가  피가 묻은 가래를 보기도 한다.  합병증 자궁내막증의 가장 큰 문제점의 하나가 환자의 50% 정도에서 임신이 안 된다는 것이다. 자궁내막증이 있는 여성에게 난임을 일으키는 원인으로는 나팔관 주위의 유착으로 인해서 나팔관이 임신에 필요한 기능을 하지 못하므로 임신이 되지 않는 경우가 많다.
81,녹내장,편두통,증상,전형적인 편두통은 전구증상으로 갑자기 눈 앞에 번쩍거리는 느낌이 있고  눈이 피로해지고  시야가 흐려지고  한쪽 또는 양쪽 팔다리에 감각의 이상 등 국소 신경 증상이 나타난다. 그러나 대부분의 경우 분명한 전구 증상을 알기는 힘들고  뇌동맥이 확장하게 되면 편두통을 느끼게 된다.  편두통은 발작적으로 짧게 그리고 맥박이 뛰는 것과 함께 통증을 느끼게 되고  흔히 오심이나 구토  광선 공포  전신무력  시야 흐림  이상 감각  현훈(어지러움) 등의 증상들이 동반될 수 있다.  통증은 대개 24~48시간 동안 지속되며  몇 주 또는 몇 달 간격으로 발생하는 주기성을 가지는 경우도 있다.
82,외이,중이염,증상,가장 흔한 증상으로는 열  귀의 통증이 있고 그 외에는 보채거나 잠을 잘 못 잠  귀가 답답한 느낌  청력저하  귀에서 고름이 흘러나오는 증상(고막이 뚫려진 것이다) 등이 있다.  초기에는 스스로 느낄 수 있거나 겉으로 드러나는 증세가 없는 경우가 많은데  특히 아기들은 표현을 하지 못하기 때문에 중이염에 걸렸는지 모르고 지내다가 나중에 알게 되는 경우가 흔하다. 따라서 기침  콧물 등 감기 증세가 있거나 열이 날 때는 반드시 담당의사의 진찰을 받아 중이염이 생겼는지 확인해야 한다. 특히 예전에 중이염을 앓은 적이 있으면 꼭 중이염이 생겼는지 자주 확인해야 한다.  어린이의 경우 미숙아  저체중 출생아  선천적인 입 안의 기형  공갈꼭지를 많이 빠는 아기  모유를 먹지 않은 아이  6세 이하  유아원에 다니는 아이  담배연기 등 자극에 노출되어 있는 아이  집 안에 중이염 환자가 있는 경우에는 중이염에 잘 걸리고 또 잘 낫지 않는 경우가 많다.  # 합병증  중이염 환자의 약 10% 에서 만성화하는 것을 볼 수 있는데 비교적 가벼운 합병증으로부터 치료가 급한 심한 합병증까지 다양하다. 물론 항생제의 성능이 향상되면서 심한 합병증의 발생률은 뚜렷하게 줄어들었다. 그러나 일단 합병증이 발생하면 심각하므로 예방이 중요하고 발생한 경우엔 가급적 빠른 진단과 적절한 치료를 해야 한다.  합병증으로는 고막천공  급성 유양돌기염  유착성 중이염  고실경화증  이소골 단절  안면신경마비  내이염  추체염  두개내 합병증 등이 발생될 수 있다.  고막천공  염증으로 인해 고막이 뚫어진 상태다. 진물이 나오지만 심하지 않은 경우에는 국소 항생제(점이액)로 염증을 치료하고 염증이 심하면 항생제 복용이 필요하기도 하다.  급성 유양돌기염  귀 뒤쪽 뼈인 유양돌기에 염증이 생긴 것으로 대개의 중이염에서 동반 한다. 필요한 경우 중이염 수술시 유양동의 염증이 있는 뼈조직을 함께 제거한다.  유착성 중이염  만성염증의 치유과정에서 고막이 안쪽으로 밀려들면서 안쪽 벽에 붙게 되 는 질환이다. 전음성 난청이 초래되고  고막이나 귓구멍의 피부가 귓속으로 자라 들어가 면 진주종을 형성할 수 있다.  고실경화증  만성염증이나 외상으로 인해 고막이나 고막안쪽의 중이강 내의 점막이 두꺼워지면서 칼슘과 인이 침착되는 질환이다. 고막에 큰 경화증 조각이 있거나 경화증 덩어리에 의해서 소리를 전달하는 귀뼈(이소골)가 움직이지 못하면 전음성 난청이 유발되어 수술이 필요하기도 하다.  이소골 단절  만성염증에 의해 고막과 연결되어 소리를 전달하는 귀뼈가 녹아 연결이 끊어진 경우로서 염증을 치료한 후 이소골 성형술을 시행하여 청력을 개선시킬 수 있다.  급성 중이염의 합병증  삼출성 중이염이 발생될 수 있고 장기간 지속되는 경우 만성 중이염으로 진행할 수 있다.  안면신경마비  급성이나 만성 중이염에서 염증에 의해 발생할 수 있다. 급성 중이염의 합병증인 경우 고막을 절개하여 고름을 배출시키고 적절한 항생제를 골라 투여한다. 만성 중이염의 합병증이면 염증을 제거하는 수술을 하고 안면신경 감압술이란 수술로 회복을 도모한다.  미로염  내이에 염증이 침범한 것으로  중이염의 합병증으로 유발된 경우 뇌막염으로 진행되어 치명적일 수 있으므로 심한 현기증과 난청이 있는 경우에는 이를 꼭 확인해야 한다.  추체염  귓속 가장 깊은 곳에 위치한 뼈인 추체골에 염증이 생긴 것으로  눈 뒤쪽의 통증  눈을 움직이는 근육의 마비 등의 증상을 동반한다.  그 밖에 뇌와 관련된 합병증으로 뇌막염  경막외/경막하 농양  뇌농양 등이 있으며  이 경우 심한 두통과 구토나 목이 뻣뻣해지는 등의 뇌압상승 증상이 동반되며 신속한 진단과 치료가 요구된다.
